epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,8716.42,0.44066,0.26541,0.9541,0.98183,0.98996,0.99038,0.96004,0.30844,0.19815,0.85552,0.000594321,0.000594321,0.000594321
61,8860.47,0.43815,0.2576,0.96291,0.9925,0.99107,0.9895,0.96344,0.30419,0.1904,0.85333,0.000580174,0.000580174,0.000580174
62,9004.34,0.44715,0.27147,0.95567,0.98764,0.99003,0.99081,0.9539,0.32238,0.19253,0.85599,0.000566027,0.000566027,0.000566027
63,9148.11,0.43226,0.26374,0.93939,0.98449,0.98614,0.99088,0.96171,0.31097,0.18735,0.85395,0.00055188,0.00055188,0.00055188
64,9292.15,0.42461,0.25215,0.94582,0.97991,0.98825,0.9912,0.96546,0.29611,0.20156,0.85155,0.000537733,0.000537733,0.000537733
65,9436.12,0.43266,0.25515,0.94945,0.98904,0.97998,0.99087,0.95464,0.32965,0.20115,0.8632,0.000523586,0.000523586,0.000523586
66,9580.14,0.43131,0.2559,0.945,0.98774,0.98454,0.99019,0.95678,0.31486,0.20067,0.85126,0.000509438,0.000509438,0.000509438
67,9723.71,0.43151,0.24541,0.95146,0.98175,0.98415,0.99089,0.96556,0.28556,0.20079,0.84084,0.000495291,0.000495291,0.000495291
68,9867.88,0.42256,0.25334,0.94426,0.99104,0.99206,0.99184,0.96927,0.29442,0.19764,0.83913,0.000481144,0.000481144,0.000481144
69,10011.9,0.42213,0.24936,0.94198,0.98627,0.98857,0.99085,0.97097,0.3027,0.19712,0.84675,0.000466997,0.000466997,0.000466997
70,10155.7,0.42766,0.25137,0.95356,0.9893,0.98488,0.99246,0.96304,0.30724,0.1865,0.85191,0.00045285,0.00045285,0.00045285
71,10300.8,0.42436,0.2425,0.94362,0.99159,0.98536,0.99075,0.96248,0.30599,0.19654,0.83955,0.000438703,0.000438703,0.000438703
72,10447.7,0.41916,0.24757,0.93491,0.99627,0.99206,0.99219,0.96422,0.306,0.19041,0.85479,0.000424556,0.000424556,0.000424556
73,10594.9,0.43524,0.24633,0.94931,0.9938,0.98973,0.99098,0.96752,0.29133,0.19058,0.8427,0.000410409,0.000410409,0.000410409
74,10741.2,0.42786,0.24383,0.94409,0.9927,0.99088,0.99102,0.96706,0.29923,0.19761,0.85263,0.000396262,0.000396262,0.000396262
75,10887.5,0.41654,0.24328,0.9456,0.98783,0.98838,0.99161,0.96579,0.29567,0.19526,0.84238,0.000382115,0.000382115,0.000382115
76,11033.5,0.40978,0.2398,0.93165,0.98644,0.984,0.9901,0.96498,0.295,0.19411,0.83791,0.000367967,0.000367967,0.000367967
77,11179.2,0.41496,0.23465,0.94486,0.9896,0.98866,0.99196,0.97102,0.27973,0.19609,0.83179,0.00035382,0.00035382,0.00035382
78,11324.2,0.41745,0.24278,0.94213,0.99287,0.99034,0.99204,0.97339,0.28437,0.18183,0.83384,0.000339673,0.000339673,0.000339673
79,11468.9,0.41387,0.23507,0.93461,0.99542,0.99206,0.99083,0.96969,0.29289,0.19253,0.83434,0.000325526,0.000325526,0.000325526
80,11613.4,0.39357,0.23101,0.93825,0.99572,0.99206,0.99118,0.96957,0.31581,0.19408,0.84467,0.000311379,0.000311379,0.000311379
81,11758.3,0.41058,0.23674,0.93704,0.99293,0.98848,0.99251,0.97349,0.29825,0.19507,0.83837,0.000297232,0.000297232,0.000297232
82,11903,0.40608,0.25975,0.93265,0.98474,0.98675,0.99322,0.96756,0.29214,0.19217,0.83582,0.000283085,0.000283085,0.000283085
83,12047.7,0.4043,0.2324,0.93682,0.99128,0.98966,0.99323,0.97216,0.28603,0.18365,0.832,0.000268938,0.000268938,0.000268938
